The sixth term of an A.P's 2 and its common difference is greater than 1. What's the value of the common difference of the progression such that the product of 1st, 4th and 5th term is greatest|the answer is $\frac{8}{5}$|hard|$\frac{8}{5}$|$\frac{8}{7}$|$\frac{8}{9}$|none of these|$\frac{8}{5}$
What's the sum to n terms of the series $loga + log\frac{a^{3}}{b} + log\frac{a^{5}}{b^{2}} + log\frac{a^{7}}{b^{3}}$|the answer is $log\left(\frac{a^{2n}}{b^{n - 1}}\right)^{\frac{n}{2}}$|medium|$log\left(\frac{a^{2n}}{b^{n - 1}}\right)^{\frac{n}{2}}$|$log\left(\frac{b^{n - 1}}{a^{2n}}\right)^{\frac{n}{2}}$|none of these|$log\left(\frac{b^{n - 1}}{a^{2n}}\right)^{n}$|$log\left(\frac{a^{2n}}{b^{n - 1}}\right)^{\frac{n}{2}}$
The first, second and last term of APRA, B and C, respectively Then the sum of all terms is equal to|the answer is all|medium|$\frac{n}{2}(2a + (n - 1)d)$|$\frac{n}{2}(a + c)$|$\frac{(b + c - 2a)(a + c)}{2(b - a)}$|all of these|all of these
If $S_{n}$ denotes the sum to end terms in AP, then $S_{n + 3}= 3(S_{n + 2} - S_{n + 1}) + S_{n}$|true|medium|true|false|cann't be found|none of these|true
If are in arithmetic probation with common difference d,then $\sum_{r < s} a_{r}\cdot a_{s}$ is|the answer is $\frac{n(n - 1)[a_{1}^{2} + (n - 1)a_{1}\cdot d}{2}$ + $\frac{n(n - 1)[(3n^{2} - 7n + 2)d^{2}]}{2}$|medium|$\frac{n(n - 1)[a_{1}^{2} + (n - 1)a_{1}\cdot d}{2}$ + $\frac{n(n - 1)[(3n^{2} - 7n + 2)d^{2}]}{2}$|$\frac{n(n - 1)[a_{1}^{2} + (n - 1)a_{1}\cdot d}{2}$ + $\frac{n(n + 1)[(3n^{2} - 7n + 2)d^{2}]}{2}$|$\frac{n(n + 1)[a_{1}^{2} + (n - 1)a_{1}\cdot d}{2}$ + $\frac{n(n - 1)[(3n^{2} + 7n + 2)d^{2}]}{2}$|none of these|$\frac{n(n - 1)[a_{1}^{2} + (n - 1)a_{1}\cdot d}{2}$ + $\frac{n(n - 1)[(3n^{2} - 7n + 2)d^{2}]}{2}$
Balls are arranged in a row to form an equilateral triangle. The first row consist of one ball the second of two balls and so on. If 669 more balls are added, then all the balls can be arranged in the shape of a square And each of it's sides contain 8 ball less than each side of the triangle did determine the initial number of balls.|the answer is 1540|medium|1500|1550|1540|1670|1540
How many terms of the series $1 + 3 + 5 + 7 +\cdots$ amount to 1234321?|the answer is 1111|medium|1000|1111|1600|1500|1111
The sum of the product of first a natural numbers taken 2 at a time is|the answer is $\frac{1}{24}\cdot n(n^{2} - 1)(3n + 2)$|medium|$\frac{1}{24}\cdot n(n^{2} - 1)(3n + 2)$|$\frac{1}{12}\cdot n(n^{2} - 1)(3n + 2)$|$\frac{1}{24}\cdot n(n^{2} + 1)(3n + 2)$|none of these|$\frac{1}{24}\cdot n(n^{2} - 1)(3n + 2)$
A postman delivered daily 42 days 4 more each day then on the previous day. Total delivery for the first 24 days of the period was same as that of the last 18 days, how many letters did he deliver during the whole period?|the answer is 12096|medium|12096|15096|20096|17000|12096
n balls are placed in a straight line on a straight road, the distance between end to consecutive balls being two metres A runner starts from a basket five metres in the first ball, picks up the balls and brings them back to the basket one by one. Find expression for the total distance he has to run?|the answer is $2n^{2} + 8n$|medium|$2n^{2} + 8n$|$2n^{2} - 8n$|$4n^{2} + 8n$|none of these|$2n^{2} + 8n$
A cashier has to count a bundle of rupees 12,000 ₹1 notes He countd at the rate of 150 per minute per an hour at the end of which he begins to count at rate of ₹2 less every minute. Then he did the previous minute. How long he will take to finish his task? Explain the double answer|the answer is 1 hour 24 minutes|medium|1 hour 24 minutes|1 hour 30 minutes|1 hour|none of these|1 hour 24 minutes
If $S_{n}$ denotes the sum to n terms of an A.P an and $S_{n}= n^{2}\cdot p$, $S_{m}=m^{2}\cdot p$ then $S_{p}$ equals|the answer is $p^{3}$|medium|$p$|$p^{2}$|$p^{3}$|none of these|$p^{3}$
There are n A.P whose common differences are $1,\;2,\;3$ respectively, the first term of each being unity, the sum of their nth terms is|the answwr is $\frac{n(n^{2} + 1)}{2}$|medium|$\frac{n(n^{2} + 1)}{2}$|$\frac{n(n^{2} - 1)}{2}$|$\frac{3n(n^{2} - 1)}{2}$|none of these|$\frac{n(n^{2} + 1)}{2}$
If $S_{1}, S_{2}, S_{3}\cdots, S_{m}$ are the sum to n terms of m A.P's whose first terms are $1, 2, 3, \cdots m$ and whose common diffrences are $1, 3, 5\cdots 2m - 1$ then $S_{1} + S_{2} + S_{3} + \cdots S_{m}$ equals|the answer is $\frac{mn(mn + 1)}{2}$|medium|$\frac{mn(mn + 1)}{2}$|$\frac{mn(mn - 1)}{2}$|$\frac{mn(mn - 1)}{3}$|none of these|$\frac{mn(mn + 1)}{2}$
Find sum of one plus one times of the series $1 + 2\cdot 2 + 3 + 2\cdot 4 + 5 + 2\cdot 6 + 7\cdots$|the answer is $3n^{2} + 4n + 1$|medium|$3n^{2} + 4n + 1$|$3n^{2} + 4n - 1$|$3n^{2} + 5n + 1$|$5n^{2} + 4n + 1$|$3n^{2} + 4n + 1$
The sum to n terms of the series $1 + 2\cdot 2^{2} + 3^{2} + 2\cdot 4^{2} + 5^{2} + 2\cdot 6^{2}\cdots$|the answwr is $\frac{n(n + 1)^{2}}{2} when n is even and $\frac{n^{2}(n + 1)}{2}$ when n is odd|medium|$\frac{n(n + 1)^{2}}{2} when n is even and $\frac{n^{2}(n + 1)}{2}$ when n is odd|$\frac{n(n + 1)^{2}}{2} when n is odd and $\frac{n^{2}(n + 1)}{2}$ when n is even|$\frac{n(n - 1)^{2}}{2} when n is even and $\frac{n^{2}(n - 1)}{2}$ when n is odd|none of these|$\frac{n(n + 1)^{2}}{2} when n is even and $\frac{n^{2}(n + 1)}{2}$ when n is odd
If m and $r /geq$ 2 are integers, then $m^{r}$ can be written as the sum of m consecutive odd integers|the answer is true|medium|true|false|cann't be determined|none of these|true
Straight line is drawn through the center of the square ABCD intersecting side AB at the point N so that AN:NB= 1:2.On this line take an arbitrary point M laying inside the square. Then the distance from the the point M to the sides AB, AD, BC, CD of the square taken in that order forms an|the answer is AP|hard|A.P|H.P|G.P|none of these|A.P
The pth, qth, rth terms of a G.P are positive numbers a, b, b respectively, then the vectors $(loga)\vec{i} + (logb)\vec{j} + (logc)\vec{k}$ and $(q - r)\vec{i} + (r - p)\vec{j} + (p - q)\vec{k}$ are|the andswer is perventicular|medium|parallel|parpendicular|skewed|none of these
The pollution in a normal atmosphere is less than 0.01% than due to leakage of a gas from a factory the pollution is increased to 20% if every day, 80% of the pollution atmosphere neutralised. You know how many days atmosphere we will be normal|the answer is 5|medium|5|4|7|9|5
The sides of a triangle are in G.P and its largest angles twice the smallest one The common ratio of the GP lies in the interval|the answer is (1, $\sqrt{2}$)|medium|(1, $\sqrt{2}$)|(\frac{1}{2}, $\sqrt{2}$)|(1, 2)|(1, 3)|(1, $\sqrt{2}$)
If a, b, c, d are in G.P then, $a\cdot x^{3} + b\cdot x^{2} + c\cdot x + d$ is divisible by|the answer is $a\cdot x^{2} + c$|medium|$a\cdot x^{2} + c$|$a\cdot x^{2} + b$|$b\cdot x^{2} + c$|none of these|$a\cdot x^{2} + c$
If a, b, c are three distinct real roots and they are in G.P.If a + b + c= xb then|the answer is $x \lt -1$ or x \gt 3$|medium|$x \lt -1$ or x \gt 3$|$x \lt -2$ or x \gt 3$|none of these|$x \lt -3$ or x \gt 3$|$x \lt -1$ or x \gt 3$
If a, b, c, d, p are real and $(a^{2} + b^{2} + c^{2})\cdot p^{2}$ - 2(ab + bc + cd)p + (b^{2} + c^{2} + d^{2}) \geq 0$, then a, b, c, d are in|the answer is G.P|medium|A.P|G.P|H.P|none of these|G.P
If 2x^{4}= y^{4} + z^{4}, x\cdot y\cdot z= 8, and $log_{y}^{x}, log_{z}^{y}, log_{x}^{z}$ are in G.P, then|the answer is x= y= z= 2|medium|x= y= z= 2|x= y= z= 3|x= y= z= 4|x= y= z= 1|x= y= z= 2
If $a_{1}, a_{2}, a_{3}, a_{4}$ are real numbers such that (a_{1}^{2} + a_{2}^{2} + a_{3}^{2})(a_{2}^{2} +a_{3}^{2} + a_{4}^{2})= (a_{1}a_{2} + a_{2}a_{3} + a_{3}a_{4})^{2}$, then $a_{1}, a_{2}, a_{3}, a_{4}$ are in|the answer is G.P|medium|A.P|G.P|H.P|none of these|G.P
If N be the number a, b, c, d satisfing the folowing conditions a, b, c, d are both A.P and G.P and b= 2 then, what is the value of N?|the answer is 1|medium|4|1|2|3|1
If $log_{x}^{a}, a^{\frac{x}{2}}, log_{b}^{x}$ are in G.P, then find x|the answer is $log_{a}^{log_{b}^{a}}$|medium|$log_{a}^{log_{b}^{a}}$|$log_{b}^{log_{b}^{a}}$|none of these|both of these|$log_{a}^{log_{b}^{a}}$
The (m + n)th and (m - n)th terms of a GP are p and q respectively then the mth and nth terms are|the answer is $\sqrt{pq}$ and $p\cdot \left(\frac{q}{p}\right)^{\frac{m}{2n}}$ respectively|medium|$\sqrt{pq}$ and $p\cdot \left(\frac{q}{p}\right)^{\frac{m}{2n}}$ respectively| $p\cdot \left(\frac{q}{p}\right)^{\frac{m}{2n}}$ and $\sqrt{pq}$ respectively|$\sqrt{pq} and \sqrt{\frac{p}{q}} respectively|none of these|$\sqrt{pq}$ and $p\cdot \left(\frac{q}{p}\right)^{\frac{m}{2n}}$ respectively
Does there exist a geometric progression having 20, 21, 22 as three terms in it?|the answer is No|medium|Yes|No|cann't be determined|maybe|No
Can 875, 25, 243 be terms of a G.P?|the answer is No|medium|Yes|No|cann't be determined|maybe|No
If the pth qth and rth term of an A.P are also in a G.P, then find the common ratio of the G.P|the answer is both of these|medium|$\frac{r - q}{q - p}$|$\frac{q - r}{p - q}$|both of these|none of these|both of these
A G.P consist of 2n terms .If the sum of the terms occupying the odd places is $S_{1}$ and that of the terms in even places is $S_{2}$ then the ratio of the progression is|$\frac{S_{2}}{S_{1}}$|medium|$\frac{S_{1}}{S_{2}}$|none of these|both of these|$\frac{S_{2}}{S_{1}}$|$\frac{S_{2}}{S_{1}}$
If $x\neq 1$, $y\neq 1$ and $x\neq y$, find the sum to n terms of the  series $(x + y) + (x^{2} + x\cdot y + y^{2}) + (x^{3} + x^{2}y + xy^{2} + y^{3}) + \cdots$|the answer is $\frac{1}{x - t}\left[\frac{x^{2}(x^{n} - 1)}{x - 1} - \frac{y^{2}(y^{n} - 1)}{y - 1}\right]$|medium|$\frac{1}{x - t}\left[\frac{x^{2}(x^{n} - 1)}{x - 1} - \frac{y^{2}(y^{n} - 1)}{y - 1}\right]$|$\frac{1}{x - y}\left[\frac{x^{2}(x^{n} - 1)}{x - 1} + \frac{y^{2}(1 - y^{n})}{y - 1}\right]$|both of these|none of these|both of these
Find a geometric progression of real numbers such that the sum of its first 4 terms is equal to 30 and some of the first of the first four terms is 340|the answer is 2, 4, 8, 16, 32 or 16, 8, 4, 2, 1, $\frac{1}{2}$|medium|2, 4, 8, 16, 32|16, 8, 4, 2, 1, $\frac{1}{2}$|both of these|none of these|both of these
Let $S_{n}$ denotes the sum of n terms with G.P whose first term and common ratios are a and r respectively, then $rS_{n} + (1 - r)\sum_{n= 1}^{n}$ is|the answer is na|medium|n\cdot a|(n + 1)\cdot a|n^{2}\cdot a|(n + 2)a|n\cdot a
Find The Sum to 2n terms of the series whose every even term is x times the term just before it and every odd term is y times the term just before it. The first term being unity.|the answer is $(1 + x)\left[\frac{1 - (xy)^{n}}{1 - xy}\right]$|medium|$(1 - x)\left[\frac{1 - (xy)^{n}}{1 - xy}\right]$|$(1 + x)\left[\frac{1 - (xy)^{n}}{1 - xy}\right]$|$(1 - x)\left[\frac{1 - (xy)^{n}}{1 + xy}\right]$|$(1 - x)\left[\frac{1 + (xy)^{n}}{1 + xy}\right]$|$(1 + x)\left[\frac{1 - (xy)^{n}}{1 - xy}\right]$
The sequence of numbers $49, 4489,444889 \cdots$ in which every term is made by inserting 48 in the middle of the previous number. as indicated, each number is what of an integer.|the answer is square|medium|square|cube|both of these|none of these|square
If there be m quantity in G.P, whose common ratio is r and $S_{m}$ denotes the sum of the first m terms then the sum of their products taken two at a time is|the answer is $\frac{r}{r + 1}S_{m}\cdots s_{m - 1}$|medium|$\frac{r}{r + 1}S_{m}\cdots s_{m - 1}$|$\frac{r}{r - 1}S_{m}\cdots s_{m - 1}$|$\frac{r}{r + 1}S_{m}\cdots s_{m + 1}$|$\frac{r + 1}{r}S_{m}\cdots s_{m + 1}$|$\frac{r}{r + 1}S_{m}\cdots s_{m - 1}$
Find the value of x and  given $$logx + logx^{\frac{1}{2}} + logx^{\frac{1}{4}}= y$$ $$\frac{1 + 3 + 5 +\cdots (2y - 1)}{4 + 7 + 10\cdots (3y + 1)}= \frac{20}{7logx}$$|the answer is x= $10^{5}$, y= 10|medium|x= $10^{5}$, y= 10|x= $10^{5}$, y= 100|x= $10^{7}$, y= 10|x= $10^{7}$, y= $10^{3}$|x= $10^{5}$, y= 10
If $a_{1}, a_{2}, a_{3}\cdots, a_{n}$ form a G.P and $$S= a_{1} + a_{2} + a_{3}\cdots + a_{n}$$ $$T= \frac{1}{a_{1}} + \frac{1}{a_{2}} + \frac{1}{a_{3}} + \cdots + \frac{1}{a_{n}}$$ and P= $$a_{1}\cdot a_{2}\cdot a_{3}\cdots a_{n}$$, then|the answer is P^{2}= \left(\frac{S}{T}\right)^{n}|medium|P^{2}= \left(\frac{S}{T}\right)^{n}|P= \left(\frac{S}{T}\right)^{n}|P^{2}= \left(\frac{S}{T}\right)|none of these|P^{2}= \left(\frac{S}{T}\right)^{n}
Let a, b, c be respectively the sums of the first n terms, the next terms and the next n terms of the G.P, then a, b, c are in|the answer is G.P|medium|A.P|G.P|H.P|none of these|G.P
If $S_{n}$ denotes the sum to n terms of a GP, whose first term and common ratio, are a and r respectively then $S_{1} + S_{2} + S_{3} +\cdots + S_{n}$ and $S_{1} + S_{3} + S_{5} +\cdots + S_{2n - 1}$ is equal to|the answer is $\frac{na}{1 - r} - \frac{ar(1 - r^{n}}}{(1 - r)^{2}}$ and $\frac{na}{1 - r} - \frac{ar(1 - r^{2n}}}{(1 - r)^{2}(1 + r)}$ respectively|medium|$\frac{na}{1 - r} - \frac{ar(1 - r^{n}}}{(1 - r)^{2}}$ and $\frac{na}{1 - r} - \frac{ar(1 - r^{2n}}}{(1 - r)^{2}(1 + r)}$ respectively|$\frac{na}{1 + r} - \frac{ar(1 - r^{n}}}{(1 - r)^{2}}$ and $\frac{na}{1 + r} - \frac{ar(1 - r^{2n}}}{(1 - r)^{2}(1 + r)}$ respectively|$\frac{a}{1 - r} - \frac{ar(1 - r^{n}}}{(1 - r)^{2}}$ and $\frac{a}{1 - r} - \frac{ar(1 - r^{2n}}}{(1 - r)^{2}(1 + r)}$ respectively|$\frac{na}{1 - r} - \frac{ar(1 + r^{n}}}{(1 - r)^{2}}$ and $\frac{na}{1 - r} - \frac{ar(1 - r^{2n}}}{(1 + r)^{2}(1 + r)}$ respectively|$\frac{na}{1 - r} - \frac{ar(1 - r^{n}}}{(1 - r)^{2}}$ and $\frac{na}{1 - r} - \frac{ar(1 - r^{2n}}}{(1 - r)^{2}(1 + r)}$ respectively
Let s denote the sum of terms of an  infinite geometric progression and $\sigma^{2}$ the sum of the squares of its terms. Then the sum of the first n terms of this geometric progression is given by|the answer is $s\cdot \left[1 - \left(\frac{s^{2} - \sigma^{2}}{s^{2} + \sigma^{2}}\right)^{n}\right]$|medium|$s\cdot \left[1 - \left(\frac{s^{2} - \sigma^{2}}{s^{2} + \sigma^{2}}\right)^{n}\right]$|$s\cdot \left[1 + \left(\frac{s^{2} - \sigma^{2}}{s^{2} + \sigma^{2}}\right)^{n}\right]$|$s\cdot \left[1 - \left(\frac{s^{2} + \sigma^{2}}{s^{2} - \sigma^{2}}\right)^{n}\right]$|$s\cdot \left[1 + \left(\frac{s^{2} + \sigma^{2}}{s^{2} - \sigma^{2}}\right)^{n}\right]$|$s\cdot \left[1 - \left(\frac{s^{2} - \sigma^{2}}{s^{2} + \sigma^{2}}\right)^{n}\right]$
If $a_{1}, a_{2}, a_{3}\cdots, a_{n}$ are in G.P with first term a and common ratio r .Then the sum of the products of $a_{1}, a_{2}, a_{3}\cdots, a_{n}$ then two at a time is|the answer is $\frac{a^{2}r(1 - r^{n - 1))(1 - r^{n})}{(1 - r)^{2}(1 + r)}$|medium|$\frac{a^{2}r(1 - r^{n - 1))(1 - r^{n})}{(1 - r)^{2}(1 + r)}$|$\frac{ar(1 - r^{n - 1))(1 - r^{n})}{(1 - r)^{2}(1 + r)}$|$\frac{a^{2}r(1 + r^{n - 1))(1 + r^{n})}{(1 - r)^{2}(1 + r)}$|$\frac{a^{2}r(1 - r^{n - 1))(1 - r^{n})}{(1 - r)^{3}}$|$\frac{a^{2}r(1 - r^{n - 1))(1 - r^{n})}{(1 - r)^{2}(1 + r)}$
If $a_{1}, a_{2}, a_{3}\cdots, a_{n}$ are in G.P with first term a and common ratio r then $\frac{1}{a_{1}^{2} - a_{2}^{2}} + \frac{1}{a_{2}^{2} - a_{3}^{2}}\cdots + \frac{1}{a_{n - 1}^{2} - a_{n}^{2}}$ and $\frac{1}{a_{1}^{m} - a_{2}^{m}} + \frac{1}{a_{2}^{m} - a_{3}^{m}}\cdots + \frac{1}{a_{n - 1}^{m} - a_{n}^{m}}$ is,|the answer is $\frac{r^{2}(1 - r^{2n - 2})}{a^{2}r^{2n - 2}(1 - r^{2})^{2}}$ and $\frac{r^{m(n - 1)} - 1}{a^{m}(1 + r^{m})(r^{m(n - 1)} - r^{m(n - 2)})}$|medium|$\frac{r^{2}(1 - r^{2n - 2})}{a^{2}r^{2n - 2}(1 - r^{2})^{2}}$ and $\frac{r^{m(n - 1)} - 1}{a^{m}(1 + r^{m})(r^{m(n - 1)} - r^{m(n - 2)})}$|$\frac{r^{2}(1 - r^{2n + 2})}{a^{2}r^{2n + 2}(1 - r^{2})^{2}}$ and $\frac{r^{m(n - 1)} - 1}{a^{m}(1 + r^{m})(r^{m(n - 1)} - r^{m(n - 2)})}$|$\frac{r^{2}(1 + r^{2n - 2})}{a^{2}r^{2n - 2}(1 + r^{2})^{2}}$ and $\frac{r^{m(n - 1)} - 1}{a^{m}(1 + r^{m})(r^{m(n - 1)} - r^{m(n - 2)})}$|$\frac{r^{2}(1 + r^{2n + 2})}{a^{2}r^{2n + 2}(1 + r^{2})^{2}}$ and $\frac{r^{m(n - 1)} - 1}{a^{m}(1 + r^{m})(r^{m(n - 1)} - r^{m(n - 2)})}$|$\frac{r^{2}(1 - r^{2n - 2})}{a^{2}r^{2n - 2}(1 - r^{2})^{2}}$ and $\frac{r^{m(n - 1)} - 1}{a^{m}(1 + r^{m})(r^{m(n - 1)} - r^{m(n - 2)})}$
If $a_{1}, a_{2}, a_{3}\cdots, a_{2n}$ are in G.P then $\sqrt{a_{1}a_{2}} + \sqrt{a_{3}a_{4}} + \sqrt{a_{5}a_{6}} +\cdots + \sqrt{a_{2n - 1}a_{2n}}$,|the answer is $\sqrt{(a_{1} + a_{3} + \cdots a_{2n - 1})(a_{2} + a^{4} + \cdots + a_{2n})}$|medium|$\sqrt{(a_{1} + a_{3} + \cdots a_{2n - 1})(a_{2} + a^{4} + \cdots + a_{2n})}$|$(a_{1} + a_{3} + \cdots a_{2n - 1})(a_{2} + a^{4} + \cdots + a_{2n})$|none of these|both of these|$\sqrt{(a_{1} + a_{3} + \cdots a_{2n - 1})(a_{2} + a^{4} + \cdots + a_{2n})}$
What's the solution of the system equations $1 + x + x^{2} + x^{3}\cdots + x^{23}= 0$ and $1 + x + x^{2} + x^{3}\cdots + x^{19}= 0$|the answer is -1, i, -i|medium|-1, i, -i|1, i, -i|-2, i, -i|-1, i, -2i|-1, i, -i
